,title,location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,company_profile_length,requirements_length,benefits_length
215,IC&E Technician Mt Poso,US,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Oil & Energy,Other,1,2259.0,1061.0,1145.0,809.0
216,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
217,Head of Client Services,GB,0,1,0,Full-time,Director,,Computer Software,Management,0,1854.0,438.0,3041.0,
218,Junior Systems Administrator,AU,0,1,0,Full-time,Entry level,Unspecified,Information Technology and Services,Production,0,2666.0,755.0,,
219,Corporate Sales Director,SA,0,1,0,Full-time,Director,Master's Degree,Telecommunications,Sales,0,1243.0,1219.0,225.0,888.0
220,Service Delivery Manager 2 ,US,0,1,0,Full-time,Mid-Senior level,High School or equivalent,Music,Management,0,2423.0,684.0,1440.0,
221,DN4 Apprentice Admin Assistant Under NAS 16-18 Year Olds Only,GB,0,1,1,Full-time,,High School or equivalent,,Administrative,0,590.0,831.0,70.0,17.0
222,Lead Creative Developer,DK,0,1,1,,,,,,0,180.0,1389.0,,
223,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
224,Customer Service Technical Specialist ,US,0,1,0,Full-time,Entry level,High School or equivalent,Education Management,Customer Service,0,1406.0,684.0,1327.0,
225,Settlements Analyst,GB,0,1,0,Full-time,Entry level,Bachelor's Degree,Financial Services,Finance,0,714.0,696.0,338.0,174.0
226,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
227,Telesales ,GB,0,0,0,Full-time,Not Applicable,Unspecified,Market Research,Advertising,0,398.0,,53.0,47.0
228,Branch Associate,US,0,1,1,Full-time,Associate,High School or equivalent,Banking,Customer Service,0,613.0,665.0,530.0,446.0
229,Service Desk (Help Desk/ Desktop Support) Tier 1/2 - Healthcare IT,US,0,0,0,Full-time,Associate,Certification,Information Technology and Services,Information Technology,0,2060.0,,524.0,612.0
230,Customer Service Associate ,US,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0,1276.0,684.0,714.0,
231,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
232,Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,GB,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0,572.0,831.0,70.0,17.0
233,Web Support Specialist,GB,0,1,0,Full-time,Associate,Bachelor's Degree,Internet,Information Technology,0,2015.0,935.0,1169.0,616.0
234,Postgraduate Certificate in Social Innovation Management Kenya - March 2015,,0,1,1,,,,,,0,439.0,822.0,410.0,373.0
235,WF5 9HF Recruitment Apprenticeship Available Under NAS 16-24 year olds only!,GB,0,1,0,,Not Applicable,High School or equivalent,,Sales,0,642.0,831.0,92.0,16.0
236,SharePoint Developer and Administrator,US,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,6120.0,,423.0,
237,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
238,Nanny,RU,0,1,1,Full-time,Not Applicable,Unspecified,Education Management,Health Care Provider,0,717.0,116.0,153.0,120.0
239,"Production Supervisor - Chemical Manufacturing Exp - St. Louis, MO",US,0,0,0,Full-time,,,,,0,640.0,228.0,1608.0,
240,Customer Service Associate ,US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,1276.0,684.0,726.0,
241,Investor Sales Analyst,GB,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Finance,0,1638.0,696.0,545.0,175.0
242,Area Vehicle Purchaser,GB,0,0,1,Full-time,Not Applicable,Unspecified,Automotive,Sales,0,1490.0,,899.0,112.0
243,English Teacher Overseas,ZA,0,1,0,Contract,,Bachelor's Degree,Education Management,,0,332.0,53.0,157.0,19.0
244,Senior Industrial Hygiene Project Manager,US,0,0,0,,,,,,0,3710.0,,,
245,Junior Funding Specialist (Sales),GB,0,1,1,Full-time,Entry level,Bachelor's Degree,Financial Services,Business Development,0,1772.0,696.0,654.0,251.0
246,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
247,Head of Communications,GB,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Public Relations,0,2051.0,696.0,454.0,130.0
248,Head of Investor Development,GB,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Sales,0,1769.0,696.0,579.0,174.0
249,IT Engineer,GB,0,1,0,Full-time,,,,,0,1741.0,1499.0,624.0,
250,Helpdesk Specialist,NZ,0,1,0,Full-time,,,Information Technology and Services,Information Technology,0,791.0,245.0,1046.0,181.0
251,Senior Product Manager ,GB,0,1,0,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0,977.0,726.0,363.0,898.0
252,Food Quality,US,0,0,0,Full-time,,,,,0,691.0,228.0,,
253,Graduates: English Teacher Abroad ,US,0,1,0,Contract,,Bachelor's Degree,Education Management,,0,332.0,53.0,152.0,19.0
254,CNC Programmer,US,0,0,0,Full-time,,,,,0,879.0,228.0,,
255,Risk Analyst,GB,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Finance,0,1247.0,696.0,226.0,167.0
256,Content Marketer,US,0,1,0,Full-time,,,Information Technology and Services,Marketing,0,1063.0,540.0,1254.0,
257, Executive Assistant / Office Manager,US,0,1,0,Full-time,Not Applicable,Unspecified,Internet,Administrative,0,3305.0,,,
258,Driver II ,US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,General Business,0,1122.0,684.0,660.0,
259,Product Strategist,US,0,0,1,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Product Management,0,1488.0,,726.0,
260,Chelmsford Customer Service Apprenticeship Under NAS 16-18 Year Olds Only,GB,0,1,1,,Not Applicable,High School or equivalent,,Customer Service,0,642.0,831.0,70.0,16.0
261,Data Entry/Customer Service Rep,US,0,0,1,Full-time,Entry level,High School or equivalent,,Customer Service,0,679.0,,146.0,244.0
262,Senior Loan Originator,US,0,1,1,Full-time,Mid-Senior level,Unspecified,Financial Services,Sales,0,2274.0,133.0,381.0,112.0
263,WF4 4DS Customer Service Apprenticeship Under NAS 16-18 Year Olds Only,GB,0,1,0,Full-time,Not Applicable,High School or equivalent,,Customer Service,0,745.0,831.0,70.0,17.0
264,Senior Programme Analyst,US,0,0,0,Contract,Mid-Senior level,,Information Technology and Services,Information Technology,0,1452.0,,,
265,Office Manager/Executive Assistant,US,0,1,0,,,,,,0,1704.0,621.0,527.0,
266,Assistant Retail Manager -- Must LOVE Dogs,US,0,0,0,,,,,,0,6615.0,,,
267,Customer Service Associate ,US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0,1219.0,684.0,780.0,
268,Front-end Developer,GR,0,1,0,Full-time,Mid-Senior level,,Internet,,0,197.0,,492.0,240.0
269,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
270,Security Researcher,US,0,1,0,,,,,Research,0,1529.0,322.0,,89.0
271,Job Fair - Multiple Oil & Gas Jobs!,US,0,1,0,Full-time,,,Oil & Energy,,0,874.0,893.0,,
272,Regional Field Sales Representative,US,0,0,0,Full-time,,,Marketing and Advertising,,0,572.0,228.0,,
273,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
274,Certification & HALT testing Manager,DE,0,1,1,Full-time,,,,,0,788.0,134.0,407.0,203.0
275,"Software Engineer, iOS and Android",CY,0,1,1,Full-time,Not Applicable,Master's Degree,Computer Software,,0,826.0,1100.0,422.0,349.0
276,Account Executive ,US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Sales,0,2836.0,1242.0,743.0,388.0
277,Automated Test Analyst,NZ,0,1,1,Full-time,Associate,,Internet,Information Technology,0,132.0,1981.0,78.0,22.0
278,Graduates: English Teacher Abroad ,US,0,1,0,Contract,,Bachelor's Degree,Education Management,,0,332.0,53.0,152.0,19.0
279,Account Manager - New York City,US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Sales,0,2214.0,1200.0,925.0,480.0
280,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
281,"Director, PMO",US,0,1,1,Full-time,Director,Bachelor's Degree,Computer Software,Project Management,0,2381.0,231.0,1657.0,533.0
282,"Full-Time Caregiver (Position B) for Easygoing, Caring Woman ",US,0,1,1,Full-time,,,,,0,1735.0,748.0,257.0,369.0
283,Account Manager ,US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,2510.0,1242.0,883.0,388.0
284,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
285,Jr Account Executive,US,0,1,0,Full-time,Entry level,Unspecified,Computer Software,Sales,0,2549.0,1242.0,658.0,388.0
286,Manchester Apprentice Office Administrator Under NAS 16-18 Year Olds Only,GB,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0,609.0,831.0,70.0,17.0
287,Product Designer,US,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Design,0,335.0,1276.0,889.0,432.0
288,Outside Sales Professional,US,0,1,0,,,,Building Materials,Sales,0,1727.0,706.0,1532.0,797.0
289,"Intern with Google, Microsoft, Facebook and more! at Studyhall.com",US,1,1,1,Other,Internship,Bachelor's Degree,Computer Software,Engineering,0,880.0,807.0,590.0,259.0
290,Data Scientist,US,0,1,0,,,,,Research,0,1361.0,322.0,847.0,89.0
291,Financial Accountant,US,0,1,0,Full-time,Associate,Bachelor's Degree,Consumer Goods,Accounting/Auditing,0,1539.0,1073.0,464.0,1174.0
292,English Teacher Abroad,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
293,Contact Center Representatives,US,0,1,0,Full-time,Entry level,,Financial Services,,0,720.0,1025.0,322.0,1143.0
294,Technical Lead / Architect,GB,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Philanthropy,Engineering,0,1189.0,1823.0,1443.0,428.0
295,Digital Illustrator,GB,0,1,1,Full-time,Entry level,Bachelor's Degree,Online Media,Art/Creative,0,1356.0,731.0,319.0,1310.0
296,Battery Expert,DE,0,1,1,Full-time,,,,,0,812.0,134.0,277.0,203.0
297,Mobile Applications Developer,US,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0,1228.0,719.0,1040.0,274.0
298,Sales Representative with Management Training - DirecTV,US,0,1,0,Full-time,Not Applicable,Unspecified,Consumer Services,Sales,0,650.0,558.0,173.0,1199.0
299,Customer Service Associate - Part Time ,US,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,1222.0,684.0,696.0,
300,Receptionist,US,0,1,0,Full-time,Entry level,,Financial Services,,0,970.0,1025.0,564.0,691.0
301,Employee at RhodeCode (Berlin),DE,0,1,0,Full-time,Entry level,Unspecified,Computer Software,,0,435.0,976.0,323.0,184.0
302, RNs Needed ASAP - ER & ICU - APPLY NOW!! ,US,0,1,0,Full-time,Not Applicable,Unspecified,Hospital & Health Care,,0,858.0,326.0,120.0,107.0
303,Electrical Project Engineer,US,0,0,0,Full-time,Not Applicable,Bachelor's Degree,Utilities,Engineering,0,477.0,,437.0,121.0
304,Litigation Support Analyst ,US,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Other,0,1033.0,684.0,2048.0,
305,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
306,Customer Service Team Lead ,US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,1841.0,684.0,1432.0,
307,Product Manager Mobile Apps (m/w),DE,0,1,1,Full-time,Associate,,Hospitality,Product Management,0,1505.0,134.0,250.0,276.0
308,".NET Developer, Hong Kong",HK,0,1,0,Contract,Not Applicable,,Banking,Information Technology,0,707.0,119.0,,
309,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
310,"Production Manager - Video Production, London",GB,0,1,0,,,,,,0,3269.0,1292.0,,
311,Customer Service Associate - Part Time ,US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Administrative,0,1150.0,684.0,632.0,
312,"Sales Manager, Hong Kong",HK,0,1,0,Full-time,Mid-Senior level,,Information Technology and Services,Sales,0,610.0,119.0,,
313,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
314,International Recruitment Manager,EG,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Human Resources,0,2639.0,1219.0,548.0,439.0
315,Project Manager ,US,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Project Management,0,3591.0,1516.0,2862.0,
316,Head of Sales (India) ,IN,0,1,1,Full-time,,,,Sales,0,4288.0,1640.0,328.0,60.0
317,Account Manager,GB,0,1,1,Full-time,Entry level,Bachelor's Degree,Internet,Consulting,0,1402.0,1063.0,605.0,708.0
318,Implementation Executive - Digital,AU,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Online Media,Advertising,0,2967.0,1021.0,1265.0,
319,Engineering Graduate Trainee @ Upstream,GR,0,1,0,Full-time,,Bachelor's Degree,Telecommunications,Engineering,0,962.0,2678.0,,
320,BI / Analytics Lead,GB,0,1,0,Full-time,Mid-Senior level,,Online Media,,0,2080.0,538.0,824.0,310.0
321,General Manager | Managing Partner,US,0,1,0,Full-time,,Unspecified,"Health, Wellness and Fitness",Management,0,879.0,910.0,245.0,143.0
322,Quality Assurance Tester,US,0,1,0,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Quality Assurance,0,1849.0,1276.0,,84.0
323,Partnership Manager - High Growth Specialty Finance Company,US,0,1,0,Full-time,Associate,Bachelor's Degree,Financial Services,,0,1624.0,422.0,379.0,126.0
324,Strategy Planning Supervisor with Direct Response,US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Strategy/Planning,0,2040.0,1276.0,860.0,78.0
325,Head of Quality Assurance,,0,1,0,,,,,,0,1194.0,765.0,400.0,
326,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
327,Senior Frontend Developer,GR,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Engineering,0,1531.0,874.0,554.0,477.0
328,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
329,Digital and Social Marketing Specialist,US,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Marketing,0,804.0,1276.0,1794.0,432.0
330,Graduates: English Teacher Abroad ,US,0,1,0,Contract,,Bachelor's Degree,Education Management,,0,332.0,53.0,160.0,19.0
331,Application Security Consultant,US,0,1,0,,,,,,0,853.0,322.0,1479.0,
332,TwiML Application Developer - Freelance (Contract),US,1,1,1,Contract,,,,,0,648.0,1285.0,6.0,
333,Senior Customer Care Advisor,TR,0,1,0,Full-time,Associate,Bachelor's Degree,Internet,Customer Service,0,207.0,625.0,408.0,195.0
334,IT Consultant/Engineer Position Available,US,0,1,0,Full-time,Entry level,,Information Technology and Services,Information Technology,0,3164.0,,,
335,Product Marketing Manager/Director,US,0,1,0,,,,,Marketing,0,1144.0,322.0,578.0,
336,Sales Trainee,BE,0,1,0,Other,Internship,High School or equivalent,Information Technology and Services,Sales,0,1198.0,448.0,214.0,321.0
337,Customer Service Associate ,US,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Administrative,0,772.0,684.0,652.0,
338,Graduates: English Teacher Abroad (Conversational),US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,247.0,53.0,160.0,19.0
339,Principal Security Consultant / Penetration Tester,US,0,1,0,,,,,,0,747.0,322.0,1258.0,
340,Account Manager -Xbox,GB,0,1,1,Full-time,,,Marketing and Advertising,Accounting/Auditing,0,2864.0,2434.0,366.0,11.0
341,GPS/GNSS signal processing,US,0,1,1,Temporary,,,,,0,655.0,1447.0,,
342,Farmer Experience Manager,US,0,1,0,Full-time,Director,Bachelor's Degree,Farming,Customer Service,0,300.0,2567.0,1164.0,41.0
343,Quality Assurance (QA) Engineer,GR,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Quality Assurance,0,490.0,746.0,994.0,129.0
344,Graduates: English Teacher Abroad ,US,0,1,0,Contract,,Bachelor's Degree,Education Management,,0,332.0,53.0,160.0,19.0
345,Kindergarten Teacher,RU,0,1,0,Full-time,Not Applicable,Unspecified,Primary/Secondary Education,Education,0,422.0,116.0,213.0,114.0
346,Retail Territory Merchandiser,CA,0,0,1,,,,,,0,1705.0,225.0,366.0,36.0
347,English Teacher Abroad ,US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0,383.0,53.0,131.0,19.0
348,Community Ambassador German-speaking (Remote),DE,0,1,0,,,,,Marketing,0,551.0,311.0,694.0,
349,Embedded Systems / Telematics Security Consultant,,0,1,0,,,,,,0,723.0,322.0,1168.0,
350,Global Sourcing Buyer,US,0,1,0,Full-time,Associate,,Logistics and Supply Chain,Supply Chain,0,3770.0,1231.0,1629.0,
351,Digital Product Designer,AU,0,1,1,Full-time,,,Design,Design,0,907.0,133.0,143.0,94.0
352,Retail Sports Betting Specialist Pame Stoixima,GR,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Gambling & Casinos,Marketing,0,898.0,,576.0,145.0
353,Software Engineer (2015 Intern),IE,0,1,0,,,,,,0,4429.0,1211.0,,
354,Php web developer,US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0,129.0,,,
355,Teacher - Seasonal,US,0,1,1,Full-time,,Bachelor's Degree,Primary/Secondary Education,Education,0,2236.0,598.0,750.0,456.0
356,Customer Service Team Lead ,US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,1375.0,684.0,942.0,
357,Financing Auto(car) sales,US,0,0,0,Contract,Associate,,Automotive,,1,152.0,180.0,47.0,38.0
358,Service Delivery Associate - On Call ,US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,1284.0,684.0,716.0,
359,Part Time Quickbooks Bookkeeper,CA,0,1,0,Part-time,,,Accounting,Accounting/Auditing,0,694.0,1402.0,281.0,
360,Freelance writer,US,1,0,0,Part-time,,,,,0,1450.0,494.0,556.0,
361,Junior System Test Analyst,GB,0,1,1,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Engineering,0,1149.0,2434.0,2441.0,
362,Benefits Consultant - Warrington,US,0,1,1,Full-time,Associate,Bachelor's Degree,Insurance,Consulting,0,1865.0,1054.0,575.0,378.0
363,Director of Marketing - DocDoc,SG,0,1,1,Full-time,Director,Bachelor's Degree,"Health, Wellness and Fitness",Marketing,0,3120.0,884.0,313.0,166.0
